,self,other,edge,edge_correction,geometry
1746,134698,134699,146687,,"LINESTRING (133900.4506999999 5914412.7023, 133914.9587000003 5914401.7473)"
1747,134699,134701,146688,,"LINESTRING (133914.9587000003 5914401.7473, 133929.3123000003 5914387.2672)"
1748,134700,15125,146689,,"LINESTRING (133957.3518000003 5914415.7035, 133984.2938000001 5914397.8176)"
1749,13750,1001703,16260,,"LINESTRING (134399.3131999997 5914110.6707, 134401.1485000001 5914110.7894, 134434.1755999997 5914112.926)"
1750,13746,15556,16257,,"LINESTRING (134327.3424000004 5914000.5607, 134327.4031999996 5914018.5522)"
1751,13745,13746,16258,,"LINESTRING (134189.8623000002 5914004.0624, 134327.3424000004 5914000.5607)"
1752,15139,15134,15348,,"LINESTRING (134313.6310000001 5914162.0911, 134240.2104000002 5914164.7304)"
1753,15144,15143,15349,,"LINESTRING (134415.0369999995 5914189.4575, 134401.0055 5914189.7441)"
1754,15140,15137,15350,,"LINESTRING (134302.4574999996 5914192.1475, 134303.8287000004 5914242.1336)"
1755,15137,15136,15351,,"LINESTRING (134303.8287000004 5914242.1336, 134242.4259000001 5914243.9023)"
1756,15136,15135,15352,,"LINESTRING (134242.4259000001 5914243.9023, 134241.2746000001 5914200.1742)"
1758,15134,15138,15354,,"LINESTRING (134240.2104000002 5914164.7304, 134238.8956000004 5914108.3087)"
1759,13917,13918,14118,,"LINESTRING (137021.9544000002 5913036.4331, 136998.7917999998 5913111.3132)"
1760,13918,13919,14119,,"LINESTRING (136998.7917999998 5913111.3132, 136977.4226000002 5913176.1124)"
1761,13919,13920,14120,,"LINESTRING (136977.4226000002 5913176.1124, 136944.0289000003 5913215.9384)"
1762,13886,13920,14122,,"LINESTRING (136915.5116999997 5913295.5245, 136944.0289000003 5913215.9384)"
1763,13726,13886,14123,,"LINESTRING (136886.0132999998 5913383.3266, 136915.5116999997 5913295.5245)"
1764,13885,13884,15035,,"LINESTRING (136810.2200999996 5913712.0939, 136830.0619000001 5913605.4658)"
1765,13883,13726,15202,,"LINESTRING (136856.8831000002 5913476.0625, 136886.0132999998 5913383.3266)"
1766,13884,13883,15203,,"LINESTRING (136830.0619000001 5913605.4658, 136856.8831000002 5913476.0625)"
1767,13914,13915,14162,,"LINESTRING (137134.1205000002 5912595.0889, 137097.9955000002 5912718.7031)"
1768,13915,13916,14163,,"LINESTRING (137097.9955000002 5912718.7031, 137071.7263000002 5912824.4575)"
1769,13916,16556,14164,,"LINESTRING (137071.7263000002 5912824.4575, 137051.2125000004 5912930.5691)"
1770,16556,13917,14165,,"LINESTRING (137051.2125000004 5912930.5691, 137021.9544000002 5913036.4331)"
1771,16267,16268,18166,,"LINESTRING (137107.9884000001 5912372.153, 137117.9428000003 5912378.7037)"
1772,16268,16266,18167,,"LINESTRING (137117.9428000003 5912378.7037, 137170.1212999998 5912405.7981)"
1773,16269,16270,18178,,"LINESTRING (137196.0380999995 5912354.229, 137193.7027000003 5912358.7527)"
1774,16270,16266,18179,,"LINESTRING (137193.7027000003 5912358.7527, 137170.1212999998 5912405.7981)"
1775,1001800,13912,17404,,"LINESTRING (136971.1228999998 5913229.9829, 136967.8951000003 5913233.9554, 136950.7559000002 5913227.6631, 136920.5502000004 5913315.6692, 136912.4654999999 5913339.1474, 136903.6622000001 5913363.8987, 136897.3772 5913384.2684, 136888.4033000004 5913408.8775, 136882.9293 5913424.0545, 136875.0244000005 5913449.4579, 136867.1460999995 5913476.0346, 136861.5343000004 5913494.6665, 136858.1251999997 5913505.9852, 136854.7054000003 5913520.5747, 136845.5336999996 5913568.5636, 136839.8819000004 5913599.0109, 136836.1518999999 5913620.3228, 136833.1913999999 5913637.0719, 136825.3035000004 5913679.1521, 136817.0185000002 5913726.2578, 136810.1725000003 5913763.1484, 136804.2430999996 5913795.2669, 136798.9762000004 5913824.868, 136792.2909000004 5913862.287, 136785.3739 5913900.5686, 136779.3909 5913932.9403, 136772.0371000003 5913973.8267, 136763.4358000001 5914021.4945, 136755.7177999998 5914065.2601, 136746.2991000004 5914117.3621, 136741.6929000001 5914142.476, 136737.9954000004 5914162.6616, 136733.7545999996 5914186.0602, 136728.9661999997 5914212.4809, 136724.3103 5914238.0184, 136717.9837999996 5914272.6545, 136712.1512000002 5914301.8653, 136709.0109000001 5914314.9027, 136698.5214 5914358.4512, 136692.2988 5914382.2849, 136688.7686999999 5914394.1102, 136680.4595999997 5914421.9444, 136674.0623000003 5914440.021, 136668.2638999997 5914454.2924, 136660.5149999997 5914474.679, 136654.9532000003 5914489.3115, 136647.8465 5914505.2643, 136635.4115000004 5914528.1571)"
1777,141872,141873,154514,,"LINESTRING (137053.699 5912185.4779, 136997.6377999997 5912303.1811)"
1778,141883,141882,154515,,"LINESTRING (137067.3971999995 5912184.7169, 137114.8335999995 5912209.0692)"
1780,141870,141871,154512,,"LINESTRING (136993.0717000002 5912156.3057, 136949.4402999999 5912245.8515)"
1781,141868,141869,154511,,"LINESTRING (136925.3415999999 5912137.0268, 136891.8570999997 5912209.5766)"
1782,141881,16267,154517,,"LINESTRING (137171.6558999997 5912238.2414, 137107.9884000001 5912372.153)"
1783,141875,141874,154518,,"LINESTRING (136966.6898999996 5912397.5466, 137009.0528999995 5912309.5229)"
1784,141871,141873,154503,,"LINESTRING (136949.4402999999 5912245.8515, 136997.6377999997 5912303.1811)"
1785,141873,141874,154504,,"LINESTRING (136997.6377999997 5912303.1811, 137009.0528999995 5912309.5229)"
1786,141878,141877,154519,,"LINESTRING (137023.2585000005 5912430.0165, 137067.6508999998 5912338.4413)"
1787,141874,141876,154505,,"LINESTRING (137009.0528999995 5912309.5229, 137056.2357000001 5912332.3532)"
1788,141879,16268,154520,,"LINESTRING (137073.4852999998 5912465.784, 137117.9428000003 5912378.7037)"
1789,141876,141877,154506,,"LINESTRING (137056.2357000001 5912332.3532, 137067.6508999998 5912338.4413)"
1790,141877,16267,154507,,"LINESTRING (137067.6508999998 5912338.4413, 137107.9884000001 5912372.153)"
1791,141869,141871,154508,,"LINESTRING (136891.8570999997 5912209.5766, 136949.4402999999 5912245.8515)"
1792,141880,16266,154521,,"LINESTRING (137130.0538999997 5912500.0296, 137170.1212999998 5912405.7981)"
1793,141866,141869,154509,,"LINESTRING (136836.0311000003 5912182.5258, 136891.8570999997 5912209.5766)"
1794,141867,141866,154510,,"LINESTRING (136867.5047000004 5912112.6744, 136836.0311000003 5912182.5258)"
1795,141882,141876,154641,,"LINESTRING (137114.8335999995 5912209.0692, 137056.2357000001 5912332.3532)"
1796,13920,1001800,14121,,"LINESTRING (136944.0289000003 5913215.9384, 136971.1228999998 5913229.9829)"
1797,13913,13914,14161,,"LINESTRING (137200.2960999999 5912422.6073, 137134.1205000002 5912595.0889)"
1798,16266,16265,18180,,"LINESTRING (137170.1212999998 5912405.7981, 137189.8894999996 5912406.6069)"
1799,16264,13913,18227,,"LINESTRING (137204.5878999997 5912412.351, 137200.2960999999 5912422.6073)"
1800,16265,16264,18447,,"LINESTRING (137189.8894999996 5912406.6069, 137204.5878999997 5912412.351)"
1801,139119,139120,151589,,"LINESTRING (137388.4767000005 5911814.0091, 137350.3616000004 5911906.5031)"
1802,139120,139121,151590,,"LINESTRING (137350.3616000004 5911906.5031, 137327.9787999997 5912004.0301)"
1803,139121,139122,151591,,"LINESTRING (137327.9787999997 5912004.0301, 137319.9009999996 5912036.761)"
1804,139122,139123,151592,,"LINESTRING (137319.9009999996 5912036.761, 137307.4237000002 5912034.879)"
1805,139123,139124,151593,,"LINESTRING (137307.4237000002 5912034.879, 137293.2777000004 5912120.9384)"
1806,139124,139125,151594,,"LINESTRING (137293.2777000004 5912120.9384, 137276.9061000003 5912183.6753)"
1807,139125,139126,151595,,"LINESTRING (137276.9061000003 5912183.6753, 137251.6511000004 5912246.6699)"
1808,139126,139127,151596,,"LINESTRING (137251.6511000004 5912246.6699, 137211.0016999999 5912354.144)"
1809,139127,16265,151597,,"LINESTRING (137211.0016999999 5912354.144, 137189.8894999996 5912406.6069)"
1810,12981,122696,134617,,"LINESTRING (135005.7611999996 5914341.5442, 135000.1237000003 5914361.1744)"
1811,122695,122696,134619,,"LINESTRING (134978.4467000002 5914352.6755, 135000.1237000003 5914361.1744)"
1813,14955,15747,14198,,"LINESTRING (130707.5551000005 5914076.3597, 130796.1654000003 5914084.9232)"
1814,13223,13224,17355,,"LINESTRING (130644.6470999997 5914029.8399, 130594.8804000001 5914026.7796)"
1815,14634,14386,18063,,"LINESTRING (131594.1752000004 5914069.9621, 131490.7939999998 5914085.7362)"
1816,14386,14635,18069,,"LINESTRING (131490.7939999998 5914085.7362, 131409.8732000003 5914101.7779)"
1817,13157,13155,18413,,"LINESTRING (131068.0091000004 5914060.4395, 131114.9124999996 5914063.3237)"
1818,13154,13155,18414,,"LINESTRING (131109.4090999998 5914030.9321, 131114.9124999996 5914063.3237)"
1819,13163,13162,16973,,"LINESTRING (130938.6096000001 5914052.482, 130971.7286999999 5914054.5187)"
1820,13140,13162,16974,,"LINESTRING (130973.3826000001 5914028.1135, 130971.7286999999 5914054.5187)"
1821,13162,13161,16975,,"LINESTRING (130971.7286999999 5914054.5187, 131004.0713 5914056.5075)"
1822,13100,13099,16773,,"LINESTRING (131348.3151000002 5913933.4397, 131312.2949000001 5913936.5702)"
1823,13102,13085,16774,,"LINESTRING (130831.6633000001 5913996.0858, 130831.7681 5913938.5498)"
1824,13103,13086,16775,,"LINESTRING (130867.6956000002 5913986.5387, 130867.7825999996 5913938.7842)"
1825,13104,13087,16776,,"LINESTRING (130903.7308 5913993.7957, 130903.8305000002 5913939.0189)"
1826,13105,13089,16777,,"LINESTRING (130939.7778000003 5913994.4726, 130939.8784999996 5913939.171)"
1827,13106,13090,16778,,"LINESTRING (130975.8104999997 5914003.0319, 130975.9269000003 5913939.1326)"
1828,13447,13091,16779,,"LINESTRING (131011.8557000002 5914004.7237, 131011.9751000004 5913939.0943)"
1829,13448,13092,16780,,"LINESTRING (131047.9046999998 5914004.265, 131047.1731000002 5913938.6008)"
1830,13449,13093,16781,,"LINESTRING (131083.9583000001 5914001.2991, 131084.0711000003 5913939.3167)"
1831,13450,13094,16782,,"LINESTRING (131134.0119000003 5914005.7018, 131118.0126 5913939.2497)"
1832,13451,13095,16783,,"LINESTRING (131168.1721999999 5914009.4131, 131166.1146 5913939.2738)"
1833,13452,13096,16784,,"LINESTRING (131204.1458999999 5914013.1339, 131204.2790999999 5913939.984)"
1834,13721,13097,16785,,"LINESTRING (131240.0225 5914015.3404, 131240.1595000001 5913940.0654)"
1835,13722,13098,16786,,"LINESTRING (131276.1364000002 5914015.681, 131276.2742999997 5913940.1473)"
1836,13099,15197,16787,,"LINESTRING (131312.2949000001 5913936.5702, 131296.4433000004 5913939.6479)"
1837,13158,13159,17020,,"LINESTRING (131037.7082000002 5914032.0455, 131036.0537 5914058.4743)"
1838,13159,13157,17021,,"LINESTRING (131036.0537 5914058.4743, 131068.0091000004 5914060.4395)"
1839,13156,13157,17022,,"LINESTRING (131069.6619999995 5914034.0425, 131068.0091000004 5914060.4395)"
1840,13146,13145,17667,,"LINESTRING (131308.6642000005 5914048.708, 131307.0096000005 5914075.1367)"
1841,13145,13148,17668,,"LINESTRING (131307.0096000005 5914075.1367, 131275.0274 5914073.17)"
1842,13142,13141,17710,,"LINESTRING (131375.7995999996 5914048.2719, 131373.2452999996 5914079.2099)"
1843,13218,13217,17711,,"LINESTRING (130830.6786000002 5914055.5477, 130906.5198999997 5914062.9511)"
1844,13215,13214,17713,,"LINESTRING (130833.0564999999 5914023.3294, 130933.0045999996 5914029.4959, 130939.9907999998 5914030.018)"
1845,13214,13163,17714,,"LINESTRING (130939.9907999998 5914030.018, 130938.6096000001 5914052.482)"
1846,13216,13163,17715,,"LINESTRING (130923.6145000001 5914051.5794, 130938.6096000001 5914052.482)"
1847,13151,13152,17272,,"LINESTRING (131203.5993999997 5914044.2535, 131202.0676999995 5914068.6833)"
1848,13152,13155,17273,,"LINESTRING (131202.0676999995 5914068.6833, 131114.9124999996 5914063.3237)"
1849,13155,13153,17274,,"LINESTRING (131114.9124999996 5914063.3237, 131114.7492000004 5914084.6789)"
1850,13219,13222,17275,,"LINESTRING (130792.9309 5914038.9587, 130689.9872000003 5914032.6282)"
1851,13222,13223,17276,,"LINESTRING (130689.9872000003 5914032.6282, 130644.6470999997 5914029.8399)"
1852,13220,13222,17277,,"LINESTRING (130691.4007999999 5914009.6407, 130689.9872000003 5914032.6282)"
1853,13221,13223,17278,,"LINESTRING (130645.8098999998 5914011.4067, 130644.6470999997 5914029.8399)"
1854,13141,13144,17051,,"LINESTRING (131373.2452999996 5914079.2099, 131338.9919999996 5914077.1035)"
1855,13144,13145,17052,,"LINESTRING (131338.9919999996 5914077.1035, 131307.0096000005 5914075.1367)"
1856,13143,13144,17053,,"LINESTRING (131340.6464999998 5914050.6748, 131338.9919999996 5914077.1035)"
1857,15199,15746,15317,,"LINESTRING (130824.9261999996 5913996.3925, 130806.4747000001 5914033.1335)"
1858,15196,15197,15319,,"LINESTRING (131292.7232999997 5913860.5996, 131296.4433000004 5913939.6479)"
1859,13725,13101,16769,,"LINESTRING (131384.1785000004 5914016.385, 131384.3335999995 5913931.2156)"
1860,13101,13100,16770,,"LINESTRING (131384.3335999995 5913931.2156, 131348.3151000002 5913933.4397)"
1861,13724,13100,16771,,"LINESTRING (131348.1648000004 5914015.9995, 131348.3151000002 5913933.4397)"
1862,13723,13099,16772,,"LINESTRING (131312.1497 5914016.3587, 131312.2949000001 5913936.5702)"
1863,13160,13161,16913,,"LINESTRING (131005.7258000001 5914030.0788, 131004.0713 5914056.5075)"
1864,13161,13159,16914,,"LINESTRING (131004.0713 5914056.5075, 131036.0537 5914058.4743)"
1865,13147,13148,17669,,"LINESTRING (131276.6791000003 5914046.791, 131275.0274 5914073.17)"
1866,13148,13149,17670,,"LINESTRING (131275.0274 5914073.17, 131240.0466999998 5914071.0188)"
1867,13150,13149,17671,,"LINESTRING (131241.5755000003 5914046.6357, 131240.0466999998 5914071.0188)"
1868,13149,13152,17672,,"LINESTRING (131240.0466999998 5914071.0188, 131202.0676999995 5914068.6833)"
1869,15198,15199,15318,,"LINESTRING (130809.0999999996 5913938.5142, 130824.9261999996 5913996.3925)"
1870,1001896,15198,18206,,"LINESTRING (131019.3185999999 5913550.64, 131016.4544000002 5913554.4886, 131018.5089999996 5913567.6992, 130707.4874 5913591.083, 130809.0999999996 5913938.5142)"
1871,13085,15198,17474,,"LINESTRING (130831.7681 5913938.5498, 130809.0999999996 5913938.5142)"
1872,13217,15744,17712,,"LINESTRING (130906.5198999997 5914062.9511, 130905.9901000001 5914065.923)"
1873,13092,13091,17467,,"LINESTRING (131047.1731000002 5913938.6008, 131011.9751000004 5913939.0943)"
1874,13091,13090,17468,,"LINESTRING (131011.9751000004 5913939.0943, 130975.9269000003 5913939.1326)"
1875,13090,13089,17469,,"LINESTRING (130975.9269000003 5913939.1326, 130939.8784999996 5913939.171)"
1876,13089,13088,17470,,"LINESTRING (130939.8784999996 5913939.171, 130928.8539000005 5913938.6233)"
1877,13088,13087,17471,,"LINESTRING (130928.8539000005 5913938.6233, 130903.8305000002 5913939.0189)"
1878,13087,13086,17472,,"LINESTRING (130903.8305000002 5913939.0189, 130867.7825999996 5913938.7842)"
1879,13086,13085,17473,,"LINESTRING (130867.7825999996 5913938.7842, 130831.7681 5913938.5498)"
1880,13413,13412,17357,,"LINESTRING (130816.4433000004 5913944.376, 130827.9804999996 5913996.1989)"
1881,15744,15743,13742,,"LINESTRING (130905.9901000001 5914065.923, 130900.8737000003 5914093.044)"
1882,14519,14520,13703,,"LINESTRING (131007.8926999997 5914104.6349, 130983.0930000003 5914098.3484)"
1883,15745,15744,15316,,"LINESTRING (130804.0088999998 5914057.9906, 130806.0253999997 5914058.1475, 130905.9901000001 5914065.923)"
1884,14520,15743,15418,,"LINESTRING (130983.0930000003 5914098.3484, 130900.8737000003 5914093.044)"
1885,15746,15745,18097,,"LINESTRING (130806.4747000001 5914033.1335, 130804.0088999998 5914057.9906)"
1886,15197,13098,16788,,"LINESTRING (131296.4433000004 5913939.6479, 131276.2742999997 5913940.1473)"
1887,13098,13097,16789,,"LINESTRING (131276.2742999997 5913940.1473, 131240.1595000001 5913940.0654)"
1888,13097,13096,16790,,"LINESTRING (131240.1595000001 5913940.0654, 131204.2790999999 5913939.984)"
1889,13096,13095,16791,,"LINESTRING (131204.2790999999 5913939.984, 131166.1146 5913939.2738)"
1890,13095,13094,16792,,"LINESTRING (131166.1146 5913939.2738, 131118.0126 5913939.2497)"
1891,13094,13093,16793,,"LINESTRING (131118.0126 5913939.2497, 131084.0711000003 5913939.3167)"
1892,13093,13092,16794,,"LINESTRING (131084.0711000003 5913939.3167, 131047.1731000002 5913938.6008)"
1893,13412,13411,17040,,"LINESTRING (130827.9804999996 5913996.1989, 130806.0253999997 5914058.1475, 130804.2249999996 5914063.2276)"
1894,14808,14807,17632,,"LINESTRING (136477.9373000003 5914095.0831, 136476.54 5914081.161)"
1895,14809,14808,17633,,"LINESTRING (136481.0779999997 5914122.2372, 136477.9373000003 5914095.0831)"
1896,14810,14809,17634,,"LINESTRING (136483.9917000001 5914155.6717, 136481.0779999997 5914122.2372)"
1897,14367,14368,18034,,"LINESTRING (136571.9779000003 5913961.8883, 136577.1177000003 5913965.1268)"
1898,14375,14374,18076,,"LINESTRING (136462.5255000005 5913883.1107, 136461.9061000003 5913918.4504)"
1899,14374,14373,18077,,"LINESTRING (136461.9061000003 5913918.4504, 136462.1398999998 5913968.2122)"
1900,119351,14359,18139,,"LINESTRING (136677.4095999999 5913826.389, 136670.1355999997 5913881.2186)"
1901,14814,14815,18148,,"LINESTRING (136421.6951000001 5913915.9747, 136406.1557999998 5913915.4063)"
1902,14813,14814,18149,,"LINESTRING (136438.9419999998 5913931.4051, 136421.6951000001 5913915.9747)"
1903,14812,14813,18150,,"LINESTRING (136459.7023 5913972.0347, 136438.9419999998 5913931.4051)"
1904,14811,14812,18151,,"LINESTRING (136461.3655000003 5913991.1808, 136459.7023 5913972.0347)"
1905,14818,14811,18152,,"LINESTRING (136467.6045000004 5914022.7225, 136461.3655000003 5913991.1808)"
1906,14806,14818,18153,,"LINESTRING (136473.6963999998 5914050.8519, 136467.6045000004 5914022.7225)"
1907,14807,14806,18154,,"LINESTRING (136476.54 5914081.161, 136473.6963999998 5914050.8519)"
1908,13989,13988,18249,,"LINESTRING (136317.7054000003 5914002.0761, 136326.9929 5914008.7225)"
1909,13992,13989,18250,,"LINESTRING (136323.8450999996 5913982.8377, 136317.7054000003 5914002.0761)"
1910,13991,13992,18251,,"LINESTRING (136342.0533999996 5913973.0776, 136323.8450999996 5913982.8377)"
1911,13990,13991,18252,,"LINESTRING (136359.6347000003 5913963.5707, 136342.0533999996 5913973.0776)"
1912,14816,14817,18266,,"LINESTRING (136403.4212999996 5913926.2928, 136399.1283 5913942.4057)"
1913,14815,14816,18267,,"LINESTRING (136406.1557999998 5913915.4063, 136403.4212999996 5913926.2928)"
1914,14124,14125,15540,,"LINESTRING (136602.1399999997 5913924.8888, 136601.9495000001 5913904.3638)"
1915,12954,16555,16960,,"LINESTRING (136302.2800000003 5914159.9076, 136281.8214999996 5914173.4652)"
1916,13976,13977,17693,,"LINESTRING (136283.9406000003 5914018.9368, 136291.0033999998 5914009.2846)"
1917,13977,13978,17694,,"LINESTRING (136291.0033999998 5914009.2846, 136303.1789999995 5914016.5016)"
